subscriptionReferenceNumber,productLanguage,productStatus,subscriptionType,groupName,quantity,seats,packSize,subscriptionStatus,lastPurchaseDate,startDate,endDate,description,productLine,productLineCode,solutionDivision,release,deployment,licensingModel,subscriptionLevel,switchType,switchYear,opportunityNumber,licenseType,activationType,programType,contract.number,contract.startDate,contract.endDate,contract.term,contract.billingBehavior,contract.subType,contract.renewalCounter,ews.adoptionHealth.currentMonth,ews.adoptionHealth.bimonthly1,ews.adoptionHealth.bimonthly2,ews.adoptionHealth.bimonthly3,ews.adoptionHealth.bimonthly4,ews.adoptionHealth.bimonthly5,ews.adoptionHealth.bimonthly6,ews.adoptionHealth.bimonthly7,ews.adoptionHealth.bimonthly8,ews.adoptionHealth.bimonthly9,ews.adoptionHealth.bimonthly10,ews.onboardingHealth.health,ews.onboardingHealth.score,ews.onboardingHealth.accessDriver,ews.onboardingHealth.discoveryDriver,ews.onboardingHealth.productUtilizationScoreDriver,ews.onboardingHealth.supportDriver,ews.retentionHealth.score,ews.retentionHealth.riskBand,ews.retentionHealth.customerProfileScoreDriver,ews.retentionHealth.productUtilizationDriver,ews.retentionHealth.productProfileScoreDriver,ews.retentionHealth.subscriptionEngagementScoreDriver,accounts.soldTo.csn,accounts.soldTo.name,accounts.reseller.csn,accounts.reseller.name,accounts.reseller.localLanguageName,accounts.reseller.type,accounts.reseller.address1,accounts.reseller.address2,accounts.reseller.address3,accounts.reseller.city,accounts.reseller.stateProvince,accounts.reseller.postalCode,accounts.reseller.country,accounts.nurtureReseller.csn,accounts.nurtureReseller.name,accounts.nurtureReseller.lockdate,accounts.nurtureReseller.nurtureDiscountEligibility,endCustomer.account.endCustomerCsn,endCustomer.account.name,endCustomer.account.type,endCustomer.account.address1,endCustomer.account.address2,endCustomer.account.address3,endCustomer.account.city,endCustomer.account.stateProvince,endCustomer.account.postalCode,endCustomer.account.country,endCustomer.account.individualFlag,endCustomer.account.namedAccountFlag,endCustomer.account.namedAccountGroup,endCustomer.account.parentIndustryGroup,endCustomer.account.parentIndustrySegment,endCustomer.contractManager.first,endCustomer.contractManager.last,endCustomer.contractManager.email,endCustomer.contractManager.address1,endCustomer.contractManager.address2,endCustomer.contractManager.address3,endCustomer.contractManager.city,endCustomer.contractManager.stateProvince,endCustomer.contractManager.postalCode,endCustomer.contractManager.country,endCustomer.contractManager.phone,endCustomer.contractManager.fax,endCustomer.contractManager.status,endCustomer.contractManager.portalRegistration,endCustomer.contractManager.doNotCall,endCustomer.contractManager.doNotEmail,endCustomer.contractManager.doNotMail,endCustomer.softwareCoordinator.first,endCustomer.softwareCoordinator.last,endCustomer.softwareCoordinator.email,endCustomer.softwareCoordinator.address1,endCustomer.softwareCoordinator.address2,endCustomer.softwareCoordinator.address3,endCustomer.softwareCoordinator.city,endCustomer.softwareCoordinator.stateProvince,endCustomer.softwareCoordinator.postalCode,endCustomer.softwareCoordinator.country,endCustomer.softwareCoordinator.phone,endCustomer.softwareCoordinator.fax,endCustomer.softwareCoordinator.status,endCustomer.softwareCoordinator.doNotCall,endCustomer.softwareCoordinator.doNotEmail,endCustomer.softwareCoordinator.doNotMail
570-57241912,NS,Registered,Renewable Subscription,,1,1,0,Active,16/10/2020,16/10/2020,15/10/2021,BIM Collaborate Pro CLOUD Commercial Product Subscription New Single-user Annual Non Specific Window,BIM Collaborate Pro,COLLRP,,CLOUD,S,TERM,GOLDA,,,,New,Sign On,,1.10003E+11,16/10/2020,15/10/2021,Annual,Renewable,Silver/Gold,,,,,,,,,,,,,,0.52040372,,,,,0.52040372,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5145606422,Beck Internacional de Mexico S. de R,End Customer,Juan Salvador Agraz 50 603,,,Ciudad de México,DF,5300,Mexico,false,true,Territory,AEC,Construction Services,Beck,México,bimtechnologymx@beckgroup.com,Juan Salvador Agraz 50 603,Col Lomas de Santa Fe,,Ciudad de México,DF,5300,Mexico,5.25526E+11,,Active,Registered,false,false,true,Beck,México,bimtechnologymx@beckgroup.com,Juan Salvador Agraz 50 603,Col Lomas de Santa Fe,,Ciudad de México,DF,5300,Mexico,5.25526E+11,,Active,false,false,true
570-62948381,WW,Registered,Renewable Subscription,,1,1,0,Active,27/10/2020,27/10/2020,26/10/2021,Maya 2020 Non-Language Specific,Maya,MAYA,,2020,S,TERM,GOLDA,,,,New,Sign On,,1.10003E+11,27/10/2020,26/10/2021,Annual,Renewable,Silver/Gold,,,,,,,,,,,,,,0.13438766,,,,,0.13438766,Very High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5150854063,Polyworks Mexico Metrologia S.A. de C,End Customer,Camino Real de Carretas 299 2,,,Querétaro,QRO,76060,Mexico,false,true,Territory,,,Monica,Cruz,mcruz@polyworksmexico.com,Camino Real de Carretas 299 2,,,Querétaro,QRO,76060,Mexico,,,Active,Active,false,false,true,Monica,Cruz,mcruz@polyworksmexico.com,Camino Real de Carretas 299 2,,,Querétaro,QRO,76060,Mexico,,,Active,false,false,true
570-66420288,WW,Registered,Renewable Subscription,,11,11,0,Active,30/10/2020,31/10/2020,30/10/2021,AutoCAD LT 2021 Non-Language Specific,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,New,Sign On,,1.10003E+11,31/10/2020,30/10/2021,Annual,Renewable,Silver/Gold,,,,,,,,,,,,,,0.652733843,,,,,0.652733843,Medium,,,,,5127591516,Ingram Micro Mexico S.A. de C.V,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5111124086,Herbalife Internacional de Mexico S.A. de C.V.,End Customer,Camino al Iteso 8900 Int 1a,Col el Mante,,Tlaquepaque,JAL,45609,Mexico,false,true,Territory,Multi AEC Lead,Buildings,Cesar,Gutierrez,cesargu@herbalife.com,Camino al Iteso 8900 Int 1a,Col el Mante,,Tlaquepaque,JAL,45609,Mexico,5.23338E+11,,Active,Registered,false,false,false,Cesar,Gutierrez,cesargu@herbalife.com,Camino al Iteso 8900 Int 1a,Col el Mante,,Tlaquepaque,JAL,45609,Mexico,5.23338E+11,,Active,false,false,false
777-12160775,WW,Registered,Renewable Subscription,,284,284,0,Active,06/11/2020,06/11/2020,05/11/2021,Architecture Engineering & Construction Collection IC Non-Language Specific,Architecture Engineering & Construction Collection,AECCOL,,IC,S,TERM,GOLDA,M2SMU,,,Crossgrade,Sign On,SU1,1.10003E+11,06/11/2020,05/11/2021,Annual,Renewable,Silver/Gold,,,,,,,,,,,,,,0.780087574,,,,,0.780087574,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5101648392,Coppel S.A. de C.V.,End Customer,Republica 2855,Col Rec Hidraulicos,,Culiacán,SIN,80105,Mexico,false,true,Territory,,,Licenciamiento,Coppel,licenciamiento@coppel.com,Republica 2855,Col Rec Hidraulicos,,Culiacán,SIN,80105,Mexico,5.26672E+11,,Active,Registered,true,false,true,Licenciamiento,Coppel,licenciamiento@coppel.com,Republica 2855,Col Rec Hidraulicos,,Culiacán,SIN,80105,Mexico,5.26672E+11,,Active,true,false,true
570-70552092,WW,Registered,Renewable Subscription,,2,2,0,Active,10/11/2020,10/11/2020,26/10/2021,Architecture Engineering & Construction Collection IC Non-Language Specific,Architecture Engineering & Construction Collection,AECCOL,,IC,S,TERM,GOLDA,MTC,,,Crossgrade,Sign On,SU4,1.10003E+11,10/11/2020,26/10/2021,Annual,Renewable,Silver/Gold,,,,,,,,,,,,,,0.604977591,,,,,0.604977591,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5100819276,Universidad de Guadalajara,End Customer,Av Juarez 975,Col Americana,,Guadalajara,JAL,44160,Mexico,false,true,Territory,EDU,Education,Centro cultural universitario,Amena,amena@centrocultural.org.mx,Av Juarez 975,,,Guadalajara,JAL,44100,Mexico,5.23338E+11,,Active,Registered,true,false,true,Centro cultural universitario,Amena,amena@centrocultural.org.mx,Av Juarez 975,,,Guadalajara,JAL,44100,Mexico,5.23338E+11,,Active,true,false,true
570-72465566,WW,Registered,Renewable Subscription,,6,6,0,Active,11/11/2020,11/11/2020,10/11/2021,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Sign On,,1.10003E+11,11/11/2020,10/11/2021,Annual,Renewable,Silver/Gold,,,,,,,,,,,,,,0.711484531,,,,,0.711484531,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5102717110,Banco del Bajio S.A.,End Customer,Blvd Manuel J Clouthier 508,,,León,GTO,37128,Mexico,false,true,Territory,AEC,Buildings,Victor Hugo,Aldana,valdana@bb.com.mx,Blvd Manuel J Clouthier 508,Jardines del Campestre,,León,GTO,37128,Mexico,,,Active,Active,false,false,true,Victor Hugo,Aldana,valdana@bb.com.mx,Blvd Manuel J Clouthier 508,Jardines del Campestre,,León,GTO,37128,Mexico,,,Active,false,false,true
569-55813366,WW,Registered,Renewable Subscription,,1,1,0,Active,01/07/2020,01/07/2020,30/06/2021,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Sign On,,1.10003E+11,01/07/2020,30/06/2021,Annual,Renewable,Silver/Gold,,,,,,,,,,,,,,0.370585281,,,,,0.370585281,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5150479494,Fideicomiso Ciudad Creativa Digital,End Customer,Av de las Americas 1619,,,Guadalajara,JAL,44630,Mexico,false,true,Territory,,,Ana Carolina,Ureña Garcia,ana.urena@jalisco.gob.mx,Av de las Americas 1619,,,Guadalajara,JAL,44630,Mexico,,,Active,Active,false,false,true,Ana Carolina,Ureña Garcia,ana.urena@jalisco.gob.mx,Av de las Americas 1619,,,Guadalajara,JAL,44630,Mexico,,,Active,false,false,true
569-56269266,WW,Registered,Renewable Subscription,,2,2,0,Active,02/07/2020,02/07/2020,01/07/2021,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Sign On,,1.10003E+11,02/07/2020,01/07/2021,Annual,Renewable,Silver/Gold,,,,,,,,,,,,,,0.541674373,,,,,0.541674373,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5142606320,Representaciones Turisticas Mexico,End Customer,Carr Chetumal B Juarez Km 250 L,,,Tulum,QROO,45870,Mexico,false,true,Territory,AEC,Engineering Service Providers,Juan,Maldonado,administrativopresto2obramex@bahia-principe.com,Carr Chetumal Benito Juarez Km,250 S/N Local F,Fracc Akumal,Solidaridad,,,,5.29849E+11,,Active,Registered,true,false,true,Juan,Maldonado,administrativopresto2obramex@bahia-principe.com,Carr Chetumal Benito Juarez Km,250 S/N Local F,Fracc Akumal,Solidaridad,,,,5.29849E+11,,Active,true,false,true
570-81854572,WW,Registered,Renewable Subscription,,1,1,0,Active,30/11/2020,30/11/2020,29/11/2021,3ds Max 2021 Non-Language Specific,3ds Max,3DSMAX,,2021,S,TERM,GOLDA,,,,New,Sign On,,1.10003E+11,30/11/2020,29/11/2021,Annual,Renewable,Silver/Gold,,,,,,,,,,,,,,0.091863575,,,,,0.091863575,Very High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5150909098,Tall de Arquitectura Hdez Silva,End Customer,Montreal 1033,,,Guadalajara,JAL,44630,Mexico,false,true,Territory,,,Jorge,Hernandez,jorgeluis@hernandezsilva.com.mx,Montreal 1033a,,,Guadalajara,JAL,44630,Mexico,0,,Active,Registered,false,false,true,Jorge,Hernandez,jorgeluis@hernandezsilva.com.mx,Montreal 1033a,,,Guadalajara,JAL,44630,Mexico,0,,Active,false,false,true
570-87491163,WW,Registered,Renewable Subscription,,20,20,0,Active,10/12/2020,18/12/2020,17/12/2021,Architecture Engineering & Construction Collection IC Non-Language Specific,Architecture Engineering & Construction Collection,AECCOL,,IC,S,TERM,GOLDA,M2SMU,,,Crossgrade,Sign On,SU1,1.10003E+11,18/12/2020,17/12/2021,Annual,Renewable,Silver/Gold,,,,,,,,,,,,,,0.710028485,,,,,0.710028485,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5115643963,Energía Nueva Energía Limpia México S.De R.L. de Cv.,End Customer,Miguel de Cervantes Saavedra 193,,,Ciudad de México,DF,11520,Mexico,false,true,Territory,Multi AEC Lead,Utilities & Telecom,José,Triana,jose.triana@enel.com,Miguel de Cervantes Saavedra 193,Saavedra 193 Piso 4,,Ciudad de México,DF,11520,Mexico,5.25536E+11,,Active,Incomplete Registration,false,false,true,José,Triana,jose.triana@enel.com,Miguel de Cervantes Saavedra 193,Saavedra 193 Piso 4,,Ciudad de México,DF,11520,Mexico,5.25536E+11,,Active,false,false,true
570-90786886,WW,Registered,Renewable Subscription,,1,1,0,Active,16/12/2020,16/12/2020,15/12/2021,AutoCAD LT 2021 Non-Language Specific,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,New,Sign On,,1.10003E+11,16/12/2020,15/12/2021,Annual,Renewable,Silver/Gold,,,,,,,,,,,,,,0.785724344,,,,,0.785724344,Medium,,,,,5127591516,Ingram Micro Mexico S.A. de C.V,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5135104353,GRUPO ALTOZANO S.A.P.I. DE CV.,End Customer,Av Paseo de la Reforma 781 Co,,,Cdmx,DF,11000,Mexico,false,true,Territory,,,Eli,Aboyte,eli.aboyte@altozano.com.mx,Av Paseo de las Palmas 781 Int,Lomas de Chapultepec III Seccion,Miguel Hidalgo,Ciudad de México,DF,11000,Mexico,5.24433E+11,,Active,Registered,false,false,true,Eli,Aboyte,eli.aboyte@altozano.com.mx,Av Paseo de las Palmas 781 Int,Lomas de Chapultepec III Seccion,Miguel Hidalgo,Ciudad de México,DF,11000,Mexico,5.24433E+11,,Active,false,false,true
712-10058763,WW,Registered,Renewable Subscription,,1,1,0,Expired,16/07/2020,16/07/2020,22/08/2020,AutoCAD LT 2021 Commercial Product Subscription New Single-user Annual Non-Language Specific Windows,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,New,Serial Number,,7.121E+11,16/07/2020,15/07/2021,Annual,Renewable,Silver/Gold,0,,,,,,,,,,,,,0.209139151,,,,,0.209139151,Very High,,,,,70007748,Ingram Micro Mexico S.A. de C.V. (OPEN),70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5150610497,Calor y Control S.A. de C.V.,End Customer,5a Obreros,,,Santiago de Querétaro,QRO,76130,Mexico,false,true,Territory,,,Jose arturo,Montiel angeles,compras@calorycontrol.com.mx,5a Obreros,,,Santiago de Querétaro,QRO,76130,Mexico,,,Active,Registered,false,false,true,Jose arturo,Montiel angeles,compras@calorycontrol.com.mx,5a Obreros,,,Santiago de Querétaro,QRO,76130,Mexico,,,Active,false,false,true
712-10058763,WW,Registered,Renewable Subscription,,1,1,0,Active,16/07/2020,23/08/2020,15/07/2021,AutoCAD LT 2021 Commercial Product Subscription New Single-user Annual Non-Language Specific Windows,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,New,Sign On,,7.121E+11,16/07/2020,15/07/2021,Annual,Renewable,Silver/Gold,0,,,,,,,,,,,,,0.209139151,,,,,0.209139151,Very High,,,,,70007748,Ingram Micro Mexico S.A. de C.V. (OPEN),70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5150610497,Calor y Control S.A. de C.V.,End Customer,5a Obreros,,,Santiago de Querétaro,QRO,76130,Mexico,false,true,Territory,,,Jose arturo,Montiel angeles,compras@calorycontrol.com.mx,5a Obreros,,,Santiago de Querétaro,QRO,76130,Mexico,,,Active,Registered,false,false,true,Jose arturo,Montiel angeles,compras@calorycontrol.com.mx,5a Obreros,,,Santiago de Querétaro,QRO,76130,Mexico,,,Active,false,false,true
569-68121478,WW,Registered,Renewable Subscription,,1,1,0,Active,22/07/2020,18/08/2020,17/08/2021,AutoCAD LT 2021 Non-Language Specific,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,New,Sign On,,1.10003E+11,18/08/2020,17/08/2021,Annual,Renewable,Silver/Gold,,,,,,,,,,,,,,0.280112822,,,,,0.280112822,Very High,,,,,5124132517,Ingram Micro Mexico S.A. de C.V. Recurring,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5132431805,Administradora Hospitalaria,End Customer,Manantial 106,,,León,GTO,37180,Mexico,false,true,Territory,AEC,Buildings,José Alfredo,Jiménez Romero,ajimenez@medicacampestre.com,Manantial 106,,,León,GTO,37180,Mexico,5.24778E+11,,Active,Active,false,false,true,José Alfredo,Jiménez Romero,ajimenez@medicacampestre.com,Manantial 106,,,León,GTO,37180,Mexico,5.24778E+11,,Active,false,false,true
569-42360159,WW,Registered,Renewable Subscription,,23,23,0,Active,10/06/2020,29/06/2020,28/06/2021,Maya 2020 Non-Language Specific,Maya,MAYA,,2020,S,TERM,GOLDA,,,,New,Sign On,,1.10003E+11,29/06/2020,28/06/2021,Annual,Renewable,Silver/Gold,,,,,,,,,,,,,,0.289159888,,,,,0.289159888,Very High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5150246430,Mighty Animation S.A. de C.V.,End Customer,Simon Bolivar 186,Lafayette,,Guadalajara,JAL,44160,Mexico,false,true,Territory,,,Claudio,Jimenez,claudio@mighty.mx,Jose Guadalupe Montenegro 2312,,,Guadalajara,JAL,44420,Mexico,5.23333E+11,,Active,Registered,false,false,true,Claudio,Jimenez,claudio@mighty.mx,Jose Guadalupe Montenegro 2312,,,Guadalajara,JAL,44420,Mexico,5.23333E+11,,Active,false,false,true
569-46868778,WW,Registered,Renewable Subscription,,1,1,0,Active,17/06/2020,17/06/2020,16/06/2021,Civil 3D 2021 Non-Language Specific,Civil 3D,CIV3D,,2021,S,TERM,GOLDA,,,A-14017778,New,Sign On,,1.10003E+11,17/06/2020,16/06/2021,Annual,Renewable,Silver/Gold,,,,,,,,,,,,,,0.454324572,,,,,0.454324572,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,18/03/2021,false,5126719695,Infraestructura Energética Nova S.A.B. de C.V.,End Customer,Paseo de la Reforma 342,Col Juarez,Cuauhtemoc,Ciudad de México,DF,6600,Mexico,false,true,Territory,Multi AEC Lead,Utilities & Telecom,Israel,Sanchez,isanchez@ienova.com.mx,Paseo de la Reforma 342,Col Juarez,Cuauhtemoc,Ciudad de México,DF,6600,Mexico,5.25524E+11,,Active,Registered,false,false,true,Israel,Sanchez,isanchez@ienova.com.mx,Paseo de la Reforma 342,Col Juarez,Cuauhtemoc,Ciudad de México,DF,6600,Mexico,5.25524E+11,,Active,false,false,true
562-20571380,WW,Registered,Renewable Subscription,,1,1,0,Active,08/01/2021,13/10/2019,24/01/2022,AutoCAD 2020 Non-Language Specific,AutoCAD,ACD,,2020,S,TERM,GOLDA,,,,Upgrade,Sign On,,1.10002E+11,25/01/2017,24/01/2022,Annual,Renewable,Silver/Gold,4,Stable high,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable high,Stable mid,,0.506079123,,,,,0.506079123,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5131665768,AGC Automotive Mexico S. de R.L. de C,End Customer,Av Asia 601,Laguna de San Vicente,,San Luis Potosí,SLP,79525,Mexico,false,true,Territory,MFG,Process Manufacturing,Jannette,Lopez,janette.lopez@mx.agc.com,Av Asia 601,Laguna de San Vicente,,San Luis Potosí,SLP,79525,Mexico,5.24449E+11,,Active,Registered,false,false,false,Jannette,Lopez,janette.lopez@mx.agc.com,Av Asia 601,Laguna de San Vicente,,San Luis Potosí,SLP,79525,Mexico,5.24449E+11,,Active,false,false,false
562-20571380,WW,Registered,Renewable Subscription,,1,1,0,Expired,08/01/2021,06/05/2017,12/10/2019,AutoCAD 2020 Non-Language Specific,AutoCAD,ACD,,2020,S,TERM,GOLDA,,,,Upgrade,Serial Number,,1.10002E+11,25/01/2017,24/01/2022,Annual,Renewable,Silver/Gold,4,Stable high,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable high,Stable mid,,0.506079123,,,,,0.506079123,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5131665768,AGC Automotive Mexico S. de R.L. de C,End Customer,Av Asia 601,Laguna de San Vicente,,San Luis Potosí,SLP,79525,Mexico,false,true,Territory,MFG,Process Manufacturing,Jannette,Lopez,janette.lopez@mx.agc.com,Av Asia 601,Laguna de San Vicente,,San Luis Potosí,SLP,79525,Mexico,5.24449E+11,,Active,Registered,false,false,false,Jannette,Lopez,janette.lopez@mx.agc.com,Av Asia 601,Laguna de San Vicente,,San Luis Potosí,SLP,79525,Mexico,5.24449E+11,,Active,false,false,false
566-34645970,WW,Registered,Renewable Subscription,,2,2,0,Active,08/04/2020,20/09/2019,15/04/2021,AutoCAD LT 2020 Non-Language Specific,AutoCAD LT,ACDLT,,2020,S,TERM,GOLDA,,,A-13519195,Upgrade,Sign On,,1.10002E+11,16/04/2018,15/04/2021,Annual,Renewable,Silver/Gold,2,Dormant,Dormant,Disengaging alarming,Disengaging alarming,Stable mid,Stable mid,Stable high,Stable high,Stable mid,Dormant,Dormant,,0.708292767,,,,,0.708292767,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,15/01/2021,false,5106098417,TACHER ARQUITECTOS Y ASOCIADOS SC,End Customer,Av Union 601 4a,Col Barrera,,Guadalajara,JAL,44150,Mexico,false,true,Territory,AEC,Architecture Services,Alberto,Tacher,alberto@tacherarquitectos.com,Av Union 601 4a,Col Barrera,,Guadalajara,JAL,44150,Mexico,5.23336E+11,,Active,Registered,false,false,true,Alberto,Tacher,alberto@tacherarquitectos.com,Av Union 601 4a,Col Barrera,,Guadalajara,JAL,44150,Mexico,5.23336E+11,,Active,false,false,true
566-34645970,WW,Registered,Renewable Subscription,,2,2,0,Expired,08/04/2020,23/04/2019,19/09/2019,AutoCAD LT 2020 Non-Language Specific,AutoCAD LT,ACDLT,,2020,S,TERM,GOLDA,,,A-13519195,Upgrade,Serial Number,,1.10002E+11,16/04/2018,15/04/2021,Annual,Renewable,Silver/Gold,2,Dormant,Dormant,Disengaging alarming,Disengaging alarming,Stable mid,Stable mid,Stable high,Stable high,Stable mid,Dormant,Dormant,,0.708292767,,,,,0.708292767,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5106098417,TACHER ARQUITECTOS Y ASOCIADOS SC,End Customer,Av Union 601 4a,Col Barrera,,Guadalajara,JAL,44150,Mexico,false,true,Territory,AEC,Architecture Services,Alberto,Tacher,alberto@tacherarquitectos.com,Av Union 601 4a,Col Barrera,,Guadalajara,JAL,44150,Mexico,5.23336E+11,,Active,Registered,false,false,true,Alberto,Tacher,alberto@tacherarquitectos.com,Av Union 601 4a,Col Barrera,,Guadalajara,JAL,44150,Mexico,5.23336E+11,,Active,false,false,true
563-71794875,WW,Registered,Renewable Subscription,,1,1,0,Active,28/01/2021,05/12/2019,18/01/2022,Civil 3D 2020 Non-Language Specific,Civil 3D,CIV3D,,2020,S,TERM,GOLDA,,,,Upgrade,Sign On,,1.10002E+11,19/01/2018,18/01/2022,Annual,Renewable,Silver/Gold,3,Highly engaged,Highly engaged,Highly engaged,Highly engaged,Dormant,Dormant,Highly engaged,Slowing,Stable mid,Stable mid,Highly engaged,,0.542719898,,,,,0.542719898,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5135104353,GRUPO ALTOZANO S.A.P.I. DE CV.,End Customer,Av Paseo de la Reforma 781 Co,,,Cdmx,DF,11000,Mexico,false,true,Territory,,,Eli,Aboyte,eli.aboyte@altozano.com.mx,Av Paseo de las Palmas 781 Int,Lomas de Chapultepec III Seccion,Miguel Hidalgo,Ciudad de México,DF,11000,Mexico,5.24433E+11,,Active,Registered,false,false,true,Eli,Aboyte,eli.aboyte@altozano.com.mx,Av Paseo de las Palmas 781 Int,Lomas de Chapultepec III Seccion,Miguel Hidalgo,Ciudad de México,DF,11000,Mexico,5.24433E+11,,Active,false,false,true
